Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Assignee,o Obligated assignee or person who otherwise shows sufficient proprietary interest ,,,,,409.05; 
Assignee,Part interest,,,,,106.01; 
Assignee,Patent issues to,,,,,
Assignee,Patent issues to,Non-Applicant,,,,307; 
Assignee,Patent issues to,Applicant,,,,308; 
Assignee,Permitted to take action under 37 CFR 3.73b,,,,,324; 325; 
Assignee,Power to inspect,,,,,104; 
Assignee,Printed on PG-Pub,,,,,1121; 
Assignee,Revocation of power of attorney,,,,,324; 325; 402.05; 402.07; 
Assignee,Showing sufficient proprietary interest,,,,,409.05; 
Assignee,Small entity,,,,,509.02; 
Assignment,,,,,,300; 
Assignment,Access,,,,,301.01; 1730; 
Assignment,Allowance of application,,,,,307; 308; 
Assignment,Assignment identification requirements,,,,,302.03; 
Assignment,Automated Patent and Trademark Assignment System,,,,,502.01; 
Assignment,Change of name,,,,,314; 
Assignment,Conflicting statements of ownership under 37 CFR 3.73b,,,,,324; 325; 
Assignment,Continuing application,,,,,306; 324; 325; 
Assignment,Copy,,,,,301.01; 302.01; 
Assignment,Corrections in recorded assignment,,,,,307; 323; 323.01; 323.01(b); 323.01(c); 323.01(d); 
Assignment,Cover sheet,,,,,302.07; 
Assignment,Cover sheet,Corrections,,,,317.02; 323.01; 323.01(a); 323.01(c); 
Assignment,Date of recording,,,,,317.01; 
Assignment,Effect of recording,,,,,317.03; 
Assignment,Electronic submission of EPAS,,,,,302.10; 502.01; 502.05; 1730; 
Assignment,"Employees, property interest in patent",,,,,309; 
Assignment,Expungement of assignment records,,,,,323; 323.01(d); 
Assignment,Facsimile submission,,,,,302.09; 502.01; 1730; 
Assignment,Foreign language translation,,,,,302.02; 
Assignment,Indexing,,,,,315; 
Assignment,International application,,,,,301; 
Assignment,Licenses,,,,,301; 313; 
Assignment,Mailing address,,,,,302.05; 302.08; 501; 
Assignment,Mergers,,,,,302.07; 314; 
Assignment,Multiple assignees,,,,,324; 325; 
Assignment,Nonprovisional claiming benefit of provisional,,,,,306.01; 
Assignment,Not endorsed on pending applications,,,,,303; 
Assignment,One of several overlapping applications,,,,,709.01; 715.01(b); 
Assignment,Parent application,,,,,306; 
Assignment,Part interest,,,,,106.01; 301.01; 706.02(l)(2); 717.02(a); 
Assignment,Patent,,,,,301; 301.01; 302.03; 
Assignment,Patent and trademark assignment system,,,,,302.09; 302.10; 
Assignment,Pending applications,,,,,301.01; 302.07; 303; 706.02(l)(2); 706.02(l)(3); 717.02(a); 
Assignment,Plural items,,,,,301.01; 
Assignment,Printing on patent,,,,,307; 1309; 
Assignment,Proof of,,,,,706.02(l)(2); 717.02(a); 
Assignment,Provisional application,,,,,302.03; 306.01; 
Assignment,Recording,,,,,301; 302; 313; 314; 315; 
Assignment,Recording fee,,,,,302.06; 
Assignment,Records not kept in application file,,,,,303; 320; 
Assignment,Search facilities,,,,,1730; 
Assignment,Security interests,,,,,302.07; 313; 
Assignment,Title reports,,,,,303; 320; 
Assignment,Transfer of rights from/to small entity,,,,,509.02; 
Assignment,Translation,,,,,302.02; 
Assignment Division,,,,,,320; 602.08(b)); 1121; 1730; 
Assignment Division,Administrator and executor authority checked,,,,,409.01(b); 
Assignment Division,Certified Abstract of Title,,,,,320; 
Assignment Division,Contact information,,,,,1730; 
Assignment Division,Information available from PALM,,,,,320; 
Assignment Division,Mailing address,,,,,501; 
Assignment Division,Title report,,,,,320; 
Assignment of application for examination,,,,,,504; 
Assignment of reexamination to examiner,,,,,,
Assignment of reexamination to examiner,,,,,,2236; 2285; 2822; 
Assignment of reexamination to examiner,,,,,,2636; 2648; 2655; 
Assignment to examiner for examination,,,,,,903.08(b); 
Assistant Commissioner for Patents,,,,,Commissioner for Patents; ,
Assistant Commissioner for Trademarks,,,,,Commissioner for Trademarks; ,
Assistant examiner,,,,,Examiner; ,
Associate attorney,,,,,,402.02; 
Atomic Energy Act of 1954,,,,,,120; 706.03(a); 706.03(b); 
Atomic energy application,,,,,,150; 
Attorney or agent,,,,,,
Attorney or agent,Appointment by assignee of entire interest,,,,,106; 
Attorney or agent,Associate,,,,,402.02; 
Attorney or agent,Compliance with duty of disclosure,,,,,2004; 
Attorney or agent,Continuing application,,,,,201.06(c); 
Attorney or agent,Change of correspondence address,,,,,601.03; 
Attorney or agent,Correspondence with,,,,,403; 403.01(a); 403.01(b); 
Attorney or agent,Death,,,,,406; 
Attorney or agent,Discourtesy,,,,,714.25; 
Attorney or agent,Duty of disclosure,,,,,2001.01; 2002.01; 
Attorney or agent,Duty to inform patent owner of,,,,,2622; 
Attorney or agent,Excluded from practice,,,,,105; 
Attorney or agent,Inspection,,,,,104; 
Attorney or agent,Interfering applications,,,,,402.08; 
Attorney or agent,International application,,,,,402.09; 1807; 1808; 1820; 
Attorney or agent,Interview,,,,,405; 408; 713; 713.10; 1302.14; 
Attorney or agent,Limited recognition,,,,,402.01; 402.09; 
Attorney or agent,More than one for same applicant,,,,,403.02; 
Attorney or agent,Name on patent,,,,,1309; 
Attorney or agent,Name on reexamination certificate,,,,,2287; 
Attorney or agent,Not of record,,,,,402; 405; 
Attorney or agent,Notarizing oath,,,,,602; 
Attorney or agent,Office cannot aid in selection of,,,,,401; 
Attorney or agent,Petition to reinstate,,,,,1002.02(m); 
Attorney or agent,Post Office address,,,,,601.02; 
Attorney or agent,Power of,,,,Power of attorney; ,402; 406; 407; 2501; 
Attorney or agent,Power of,In,,,,2213; 2222; 
Attorney or agent,Power of,In,,,,2613; 2622; 
Attorney or agent,Power of,In supplemental examination,,,,2804; 
Attorney or agent,Proof of authority in,,,,,2613; 
Attorney or agent,"Reexamination,",,,,,2213; 
Attorney or agent,"Reexamination,",,,,,2622; 2623; 
Attorney or agent,Registered,,,,,401; 402; 
Attorney or agent,Request for limited recognition,,,,,1002.02(m); 
Attorney or agent,Roster of attorneys and agents,,,,,601.03; 1730; 
Attorney or agent,Selection,,,,,401; 
Attorney or agent,Signature of,,,,,402; 
Attorney or agent,Substitute,,,,,406; 
Attorney or agent,Suspended or excluded,,,,,105; 407; 714.01(a); 714.19; 
Attorney or agent,Suspended or excluded,Communication with,,,,105; 
Attorney or agent,Suspended or excluded,Inspection by,,,,105; 
Attorney or agent,Suspended or excluded,Interview,,,,105; 713.05; 
Attorney or agent,Telephone number on letters,,,,,714.01; 
Attorney or agent,Telephoned by examiner,,,,,408; 713.01; 1302.14; 
Attorney or agent,Unregistered,,,,,402; 
Attorney or agent,"Washington, D.C. area representative",,,,,408; 
Attorney or agent,Withdrawal,,,,,402.06; 1002.02(s); 1808; 2804.01; 
Attorney or agent,Withdrawal after patent granted,,,,,2223; 2560; 2623; 
Australian Patent Office IP Australia,,,,,,1840; 1840.03; 1860; 1865; 
Authentication of oath,,,,,,602.04; 
Authentication of e-mail sender,,,,,,502.03; 
AuthorIn program,,,,,Sequence rules; ,2430; 
Authority of administrator or executor,,,,,,409.01(b); 
"Authority of Director, Delegation of",,,,,,1001.01; 
"Authority of Director, Statutory",,,,,,1001; 
Authority to inspect pending application,,,,,,103; 
Authorization,,,,,,
Authorization,Credit card payments,,,,,509; 
Authorization,Deposit accounts,,,,,509.01; 1730; 
Authorization,Internet electronic mail e-mail,,,,,502.03; 
Authorization,Power of attorney,,,,,402; 
Authorship,,,,,,715.01(c); 716.10; 
Automated Patent and Trademark Assignment System,,,,,,502.01; 502.05; 
Avoiding double patenting rejection,,,,,,706.02(k); 804.02; 1490; 2129; 
