Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Rejection,Incomplete,,,,,706.03(d); 707.07(j); 
Rejection,Indefinite,,,,,706.03(d); 
Rejection,Inoperativeness,,,,,2164.08(b); 
Rejection,Insufficient disclosure,,,,,706.03(c); 
Rejection,"Insufficient disclosure, trademark",,,,,608.01(v); 
Rejection,"Interference, estoppel",,,,,2308.03; 
Rejection,Interference terminated,,,,,710.02(b); 2308; 
Rejection,International publication as prior art,,,,,706.02(a); 2136.03; 2154.01(a); 
Rejection,Judicial notice,,,,,2144.03; 
Rejection,Language used,,,,,706.02(j); 707.07(d); 
Rejection,Linking claim,,,,,806.04; 806.05(c); 809; 809.03; 
Rejection,"Markush, improper",,,,,706.03(y); 
Rejection,Multiplicity,,,,,2173.05(n); 
Rejection,Negative limitation,,,,,2173.05(i); 
Rejection,"New, after appeal",,,,,1207.03; 
Rejection,"New, after final rejection",,,,,706.07(e); 
Rejection,New matter,,,,,706.03(o); 2163.06; 
Rejection,Nonelected invention,,,,,706.03(m); 
Rejection,Nonstatutory claim,,,,,706.03(a); 2104; 2107.03; 
Rejection,Nonstatutory subject matter,,,,,706.03(a); 2104; 2107.03; 
Rejection,Not based on prior art,,,,,706.03; 
Rejection,Not inventor,,,,,706.02(g); 
Rejection,Not readable on disclosure,,,,,2173.03; 
Rejection,"Oath, defective reissue",,,,,706.03(x); 1414.03; 1444; 
Rejection,Objection distinguished,,,,,706.01; 
Rejection,Obviousness,,,,Obviousness; ,706.02; 706.02(j); 
Rejection,Official notice,,,,,2144.03; 
Rejection,Old combination,,,,,2173.05(j); 
Rejection,Omnibus claim,,,,,706.03(d); 2173.05(r); 
Rejection,Overcoming pre-AIA 35 U.S.C. 102 rejection,,,,,706.02(b); 
Rejection,Overlapping applications,,,,,706.02(f)(2); 706.02(k); 709.01; 715.01(b); 804; 804.01; 804.02; 822; 
Rejection,Perpetual motion,,,,,706.03(a); 
Rejection,Personal remarks avoided,,,,,707.07(d); 
Rejection,Previously allowed claim,,,,,706.04; 1004; 
Rejection,,,,,,706.02(j); 
Rejection,Printed matter,,,,,706.03(a); 
Rejection,Prior art,,,,,706.02; 
Rejection,Prior art between applicant’s foreign priority date and U.S. filing date,,,,,216; 706.02(b); 
Rejection,Product by process,,,,,2113; 2173.05(p); 
Rejection,Product of nature,,,,,706.03(a); 
Rejection,Prolix,,,,,2173.05(m); 
Rejection,Provisional rejection,,,,,706.02(f)(2); 706.02(k); 706.02(l)(3); 
Rejection,Public sale,,,,On sale; ,706.02(c); 
Rejection,Public use,,,,Public use; ,706.02(c); 
Rejection,Public use proceeding,,,,,706.03(v); 
Rejection,Ranges,,,,,706.02(m); 2131.03; 2144.05; 
Rejection,Recapture in reissue application,,,,,1412.02; 
Rejection,Reissue application,,,,,
Rejection,Reissue application,Broadened claims,,,,706.03(x); 1412.03; 2163.05; 
Rejection,Reissue application,Defective oath,,,,706.03(x); 1414.03; 1444; 
Rejection,Reissue application,Recapture,,,,1412.02; 
Rejection,,,,,,706.03(w); 
Rejection,Scientific principle,,,,,706.03(a); 
Rejection,Secondary considerations,,,,,2131.04; 2145; 
Rejection,Single means claim,,,,,2164.08(a); 2173.05(g); 2181; 
Rejection,Species and genus,,,,,806.04(h); 806.04(i); 2131.02; 2144.08; 
Rejection,Statement of,,,,,707.07(d); 
Rejection,Statutory bar,,,,,706.02(a); 2133; 2133.03(e)(7); 
Rejection,Suggested claims not made,,,,,706.03(u); 
Rejection,Technical,,,,,706.03; 
Rejection,Trademark or trade name,,,,,608.01(v); 
Rejection,Undue breadth,,,,,2163.05; 2173.04; 
Rejection,Utility,,,,,706.03(a); 2107; 
Rejection,Vague,,,,,706.03(d); 
Rejection,Well known in the art,,,,,2144.03; 
Rejoinder,,,,,,806.05(c); 806.05(f); 806.05(h); 806.05(i); 809; 812.01; 821; 821.01; 821.02; 821.04; 821.04(a); 821.04(b); 1302.04(h); 
Related inventions,,,,,,802.01; 806.04(b); 806.05; 806.05(j); 808.02; 809.03; 
Related inventions,"Rejoinder of, generic or linking claim allowable",,,,,821.04(a); 
Related inventions,"Rejoinder of, product claim allowable",,,,,821.04(b); 
"Related inventions, species",,,,,,806.04(b); 
Remailing Office action,,,,,,707.13; 710.06; 
Remand by Board,,,,,,
Remand by Board,Affidavit,,,,,1211.03; 
Remand by Board,Amendment,,,,,1211.01; 
Remand by Board,Further search,,,,,1211.04; 
Remand by Board,In general,,,,,1211; 
Remand by Board,,,,,,2677; 2681; 2682; 
Remand by Board,Special,,,,,708.01; 
Removal of application from Office,,,,,,101; 
Renumbering claims,,,,,,1302.01; 
Reopening after allowance,,,,,,1308.01; 
Reopening after court decision,,,,,,1216.01; 
Reopening prosecution after Action Closing Prosecution in,,,,,,2673; 2673.01; 
Reopening prosecution after Board decision in,,,,,,2682; 
Replenishment of deposit accounts,,,,,Deposit account: Replenishment; ,
Reply,,,,,Amendment; Period for reply; ,
Reply,After abandonment,,,,,714.17; 
Reply,After Board decision,,,,,1214.01; 1214.06; 
Reply,After final rejection,,,,,714.12; 714.13; 
Reply,After final rejection,By filing RCE,,,,706.07(h); 
Reply,After final rejection,Within 2 months,,,,706.07(f); 
Reply,Attorney arguments,,,,,716.01(c); 2145; 
Reply,By patent owner in,,,,"Reexamination, Inter partes: Response by patent owner; ",
Reply,By third party in,,,,"Reexamination, Inter partes: Response by third party; ",
Reply,Complete,,,,,714.02; 714.04; 
Reply,Copying claim from patent not a reply,,,,,711.02(b); 
Reply,Election requirement,,,,,809.02(a); 
Reply,Formal matters,,,,,714.02; 
Reply,Incomplete,,,,,710.02(c); 711.02; 711.02(a); 711.03(a); 714.02; 714.05; 2266.01; 
Reply,In,,,,,2266; 
Reply,"Incomplete, election of species lacking",,,,,809.02(a); 
Reply,"Incomplete, proceedings not stayed by petition",,,,,1002; 
Reply,"Incomplete, time for completing",,,,,710.02(c); 711; 714.03; 2266.01; 
Reply,Late,,,,,711; 711.02; 
Reply,"Late, excused",,,,,710.02(d); 
Reply,Patentability pointed out,,,,,706.02(b)(2); 714.02; 714.04; 
Reply,Restart period for,,,,,710.06; 
Reply,Restoration of canceled matter,,,,,608.01(s); 
Reply,Restriction requirement,,,,,818; 819; 
Reply,Signed by all applicants,,,,,714.01(a); 
Reply,Statutory period,,,,,710.01; 
Reply brief,,,,,,1208; 
Representative capacity,,,,,,402.03; 405; 714.01(c); 
Representative capacity,Cannot expressly abandon,,,,,711; 711.01; 
Representative capacity,Cannot sign terminal disclaimer,,,,,1490; 
Representative capacity,Interviews,,,,,405; 
Representative of foreign assignee,,,,,,302.04; 
Representative of inventor or owner,,,,,,400; 
Representative of requester,,,,,,2213; 
Representatives of out-of-town attorneys,,,,,,408; 
Republication of PG-Pub,,,,,,502.05; 1130; 
Request for Continued Examination RCE,,,,,,706.07(h); 
Request for Continued Examination RCE,After allowance,,,,,1308; 
Request for Continued Examination RCE,Conditions for filing,,,,,706.07(h); 
Request for Continued Examination RCE,Design application,,,,,1502.01; 
Request for Continued Examination RCE,Improper CPA treated as,,,,,201.06(d); 
Request for Continued Examination RCE,Submission requirement,,,,,706.07(h); 
Request for Continued Examination RCE,Suspension of action in,,,,,709; 
Request for Continued Examination RCE,"Terminal disclaimer, effect in",,,,,1490; 
Request for,,,,,,
Request for,,,,,"Reexamination, Inter partes: Request; Reexamination, Inter partes: Decision on the request for reexamination; ",
Request form PCT/RO/101,,,,,,1801; 1812; 1821; 1828; 1844.01; 
Request for reconsideration of patent term adjustment,,,,,,1002.02(b); 
Request for rehearing of Board decision,,,,,,1002.02(b); 1214.01; 1214.03; 1214.04; 
Request for rehearing of Board decision,,,,,,2682; 2683; 
Request for reinstatement of period of patent term adjustment,,,,,,1002.02(b); 
Request to convert provisional application to nonprovisional application,,,,,,1002.02(b); 
Request to issue patent in name of assignee after issue fee paid,,,,,,1002.02(b); 
Request for supplemental examination,,,,,,2811; 2811.02; 
Requirement for information,,,,,,704.10; 704.14(d); 706.02(c); 1901.06; 2122; 2123; 2173.02; 2181; 
Requirement for information,After the first action on the merits,,,,,704.11(b); 
Requirement for information,Authority for requirement,,,,,704.10; 
Requirement for information,Consideration of information submitted,,,,,704.14(b); 707.05(b); 
Requirement for information,Format of requirement,,,,,704.14(a); 
Requirement for information,Relation to duty of disclosure,,,,,704.12(a); 2005; 
Requirement for information,Relationship to information disclosure statements …,,,,,704.14(d); 
Requirement for information,Reply to,,,,,704.12; 
Requirement for information,Reply to,Elements of a complete reply,,,,704.12(b); 
Requirement for information,Reply to,Time periods for,,,,704.13; 
Requirement for information,Reply to,Treatment of an incomplete reply,,,,704.12(c); 
Requirement for information,What information may be required,,,,,704.11; 704.11(a); 
Requirement for information,When requirement may be made,,,,,704.11(b); 
Requirements must be repeated,,,,,,707.07(e); 
Requisites of the application,,,,,,702; 
,,,,,,706.03(w); 707.07(g); 2259; 2659; 
Rescission of nonpublication request,,,,,,1123; 1124; 
"Rescission of Previous Nonpublication Request 35 U.S.C. 122b2Bii and if Applicable, Notice of Foreign Filing 35 U.S.C. bBiii form PTO/SB/36",,,,,,
"Rescission of Previous Nonpublication Request 35 U.S.C. 122b2Bii and if Applicable, Notice of Foreign Filing 35 U.S.C. bBiii form PTO/SB/36",Cited,,,,,1123; 1124; 
"Rescission of Previous Nonpublication Request 35 U.S.C. 122b2Bii and if Applicable, Notice of Foreign Filing 35 U.S.C. bBiii form PTO/SB/36",Reproduced,,,,,1135; 
Reservation clause in application,,,,,,608.01(e); 608.01(t); 
"Residence, Applicant’s",,,,,,602.08(a); 719.02; 
"Resignation of examiner, old cases special",,,,,,708.03; 
Respondent Brief in appeal of,,,,,,2675.01; 2675.02; 
Response,,,,,Reply; ,
Restriction,,,,,Election; Election of species; ,800; 
Restriction,"Action, examiner’s",,,,,814; 817; 
Restriction,"Action after, special",,,,,708.01; 
Restriction,Action on the merits,,,,,810; 
Restriction,Apparatus and process or product,,,,,806.05(e); 806.05(g); 
Restriction,Application referred to second examiner,,,,,815; 
Restriction,Basis,,,,,802; 
Restriction,"Burden, without serious",,,,,803; 
Restriction,Claimed subject matter,,,,,806.01; 
Restriction,Claims to divisible inventions added before action,,,,,818.02(a); 
Restriction,Combination and subcombination,,,,,806.05(a); 806.05(c); 
Restriction,Continuation,,,,,819; 
Restriction,Design application,,,,,1504.05; 
Restriction,Definition,,,,,802.02; 
Restriction,Distinct invention,,,,,802.01; 806; 806.05; 
Restriction,Distinct processes,,,,,806.05(j); 
Restriction,Distinct products,,,,,806.05(j); 
Restriction,Election other than express,,,,,818.02; 
Restriction,Election fixed by action on claim,,,,,818.01; 
Restriction,Final requirement,,,,,821.01; 
Restriction,Grouped in parent application,,,,,811.04; 
Restriction,Improper,,,,,803; 806; 808.02; 
Restriction,Independent embodiments,,,,,802.01; 806.04(b); 806.06; 
Restriction,Independent inventions,,,,,802.01; 803; 806; 806.06; 808.01(a); 
Restriction,Intermediate-final product,,,,,806.04(b); 806.05(j); 
Restriction,Introduction,,,,,801; 
Restriction,Linking claim,,,,,806.04; 806.05(c); 809; 809.03; 821.04(a); 
Restriction,Markush claims,,,,,803; 803.02; 
Restriction,"Nonelected claims, treatment of",,,,,821; 821.03; 
Restriction,"Nonelected claims, treatment of",Eligible for rejoinder,,,,821; 
Restriction,"Nonelected claims, treatment of",Reissue application,,,,1450; 
Restriction,Nonelected invention,,,,,706.03(m); 821.04(a); 
Restriction,Nucleotide sequences,,,,,803.04; 2434; 
Restriction,Patentability over prior art,,,,,809; 809.03; 
Restriction,"Patentability report, effect",,,,,807; 
Restriction,Process and product or apparatus,,,,,806.05(e); 806.05(g); 
Restriction,Product and process of using,,,,,806.05(h); 
Restriction,"Product, process of making and using",,,,,806.05(i); 
Restriction,Reasons for holding of independence or distinctness,,,,,808.01; 
Restriction,Reissue application,,,,,1450; 1451; 
Restriction,Rejection of nonelected claims,,,,,821; 821.03; 
Restriction,Rejoinder,,,,,806.05(c); 806.05(f); 806.05(h); 806.05(i); 809; 812.01; 821; 821.01; 821.02; 821.04; 821.04(a); 821.04(b); 1302.04(h); 
Restriction,Related inventions,,,,,802.01; 803; 806; 806.04(b); 806.05; 808.02; 809.03; 
Restriction,Related inventions,"Rejoinder of, generic or linking claim allowable",,,,821.04(a); 
Restriction,Related inventions,"Rejoinder of, product claim allowable",,,,821.04(b); 
Restriction,Requirement,,,,,812; 814; 817; 
Restriction,Requirement,Additional,,,,811.02; 
Restriction,Requirement,After election,,,,818; 
Restriction,Requirement,After election,With traverse,,,821.01; 
Restriction,Requirement,After election,Without traverse,,,821.02; 
Restriction,Requirement,By group where examinable,,,,812; 
Restriction,Requirement,Clear and detailed record,,,,814; 
Restriction,Requirement,Completeness,,,,815; 
Restriction,Requirement,Concluding paragraph,,,,817; 
Restriction,Requirement,Consult other group,,,,812.01; 815; 
Restriction,Requirement,Final,,,,810; 
Restriction,Requirement,First action,,,,811; 
Restriction,Requirement,Patentability,,,,810; 
Restriction,Requirement,Reasons for insisting upon,,,,808; 808.02; 
Restriction,Requirement,Rejection on double patenting following,,,,804.01; 
Restriction,Requirement,Repeated after withdrawal,,,,811.03; 
Restriction,Requirement,Reply to,,,,818; 818.02(d); 
Restriction,Requirement,Review by examiner with at least partial signatory authority,,,,803.01; 
Restriction,Requirement,Submission to TC director,,,,804.04; 
Restriction,Requirement,Second requirement,,,,811.02; 
Restriction,Requirement,Sequences,,,,803.04; 2434; 
Restriction,Requirement,Single claim,,,,803; 
Restriction,Requirement,Single embodiment,,,,806.03; 
Restriction,Requirement,Species may be independent or related inventions,,,,806.04(b); 
Restriction,Requirement,Species of unclaimed genus,,,,808.01(a); 
Restriction,Requirement,"Subcombination, Combination",,,,806.05(a); 806.05(c); 
Restriction,Requirement,When made,,,,811; 811.02; 
Restriction,Requirement,Withdrawal,,,,819; 
Restriction,Subcombinations usable together,,,,,806.05(d); 806.05(j); 
Restriction,Telephone,,,,,812.01; 
Restriction,Transitional application,,,,,803.03; 
Restriction,Traverse of requirement,,,,,818; 821.01; 
Restrictions on employees of Office,,,,,,309; 1702; 
Restrictions on former employees of Office,,,,,,1702; 
Restoration of Priority,,,,,,213.03; 
Restoration of right to priority claim benefit of provisional application,,,,,,211.01(a); 
Retroactive foreign filing license,,,,,,140; 
Return of Papers,,,,,,
Return of Papers,Discourteous matter,,,,,714.19; 714.25; 1002.02(b); 
Return of Papers,Entered in the file,,,,,214.03; 719.01; 
Return of Papers,Return of drawing,,,,,608.02(y); 
Return of Papers,Return of filing fee,,,,,607.02; 
Return of Papers,Return of patent,,,,,1416; 
Return of Papers,Return of post card sometimes postcard or post-card,,,,,503; 1901.05; 
Returned Office action,,,,,,707.13; 
Review at allowance,,,,,,1302.01; 
Review for national security,,,,,,115; 
Review for Government property rights,,,,,,115; 
Revised statutes,,,,,Statutes; ,
Revival of abandoned application,,,,,,711.03; 711.03(c); 1002.02(b); 1002.02(f); 
Revocation of agent under PCT,,,,,,1808; 
Revocation of power of attorney,,,,,,402.05; 402.07; 
Revocation of power of attorney,After Allowance,,,,,2501; 
Rewritten specification,,,,,,608.01(q); 
Right of Appeal Notice RAN,,,,,,2666.05; 2666.10; 2667; 2671; 2674; 2677; 
Right of Appeal Notice RAN,Content,,,,,2673.02; 
Right of domestic benefit,,,,,,210; 211.05; 
Right of priority,,,,,Foreign application; ,
Right of priority,Foreign application,,,,,210; 213; 217; 
Right of priority,Form paragraphs,,,,,213; 
Right of priority,Formal requirements,,,,,214; 
Right of priority,Overcoming a reference,,,,,213; 213.04; 215; 216; 706.02(b)(2); 
Right of priority,Papers required,,,,,215; 
Right of priority,Time for filing papers,,,,,215.03; 
Right to exclude others,,,,,,509.02; 1111; 1601; 2162; 
"Rights, Transfer of patent or application",,,,,,509.02; 
RNA,,,,,Biotechnology; Nucleotide sequences; ,
Roster of attorneys or agents,,,,,,601.03; 1730; 
Rospatent Federal Service for Intellectual Property Russian Federation,,,,,,1840; 1840.04; 1860; 1865; 
"Rules, 21 CFR 60.3b",,,,,,2751; 
"Rules, Patent Code of Federal Regulations",,,,,,; R; 
"Rules, Patent Code of Federal Regulations",10 CFR 810 Cited,,,,,140; 
"Rules, Patent Code of Federal Regulations",21 CFR 312.80-312.88 Cited,,,,,2107.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,,,,,
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1 Reproduced,,,,501; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.2 Reproduced,,,,713.04; 2002.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.3 Reproduced,,,,714.25; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.4 Reproduced,,,,501; 502.02; 502.04; 509.03; 2002.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.5 Reproduced,,,,502; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.6 Reproduced,,,,502; 502.01; 505; 513; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.7 Reproduced,,,,710.05; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.8 Reproduced,,,,512; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.9 pre-AIA Reproduced,,,,201; 201.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.9 Reproduced,,,,201.01; 201.04; 1893; 2920; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.10 Reproduced,,,,511; 513; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.11 Reproduced,,,,103; 1430; 1879.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.12 Reproduced,,,,301.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.14 pre-AIA Reproduced,,,,104; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.14 Reproduced,,,,101; 102; 103; 104; 110; 150; 1128; 1879.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.20 Reproduced,,,,2666.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.22 Reproduced,,,,509; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.23 Reproduced,,,,509; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.25 Reproduced,,,,509.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.26 Reproduced,,,,509; 607.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.27 Reproduced,,,,509.02; 509.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.28 Reproduced,,,,509.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.29 Reproduced,,,,509.04(a); 509.04(b); 509.04(d); 509.04(e); 509.04(f); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.31 Reproduced,,,,401; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.32 Reproduced,,,,402; 402.02(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.32 pre-AIA Reproduced,,,,402.02(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.33 pre-AIA Reproduced,,,,403.01(b); 601.03; 714.01(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.33 Reproduced,,,,403.01; 601.03; 714.01(a); 2222; 2622; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.34 Reproduced,,,,402.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.36 pre-AIA Reproduced,,,,402.05(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.36 Reproduced,,,,402.05(a); 402.06; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.41 Reproduced,,,,605.02; 2920.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.42 pre-AIA Reproduced,,,,409.01(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.42 Reproduced,,,,409.01(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.43 pre-AIA Reproduced,,,,409.01(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.43 Reproduced,,,,409.01(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.45 Reproduced,,,,409.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.46 Reproduced,,,,308; 409.05; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.47 pre-AIA Reproduced,,,,409.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.48 Reproduced,,,,201.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.51 Reproduced,,,,601; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.52 Reproduced,,,,608.01; 2250; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.53 pre-AIA Reproduced,,,,201.04; 201.06(d); 601.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.53 pre-PLT AIA Reproduce,,,,601.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.53 Reproduced,,,,201.04; 201.06(c); 201.06(d); 506; 601.01; 601.01(c); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.54 Reproduced,,,,503; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.55 Reproduced,,,,213; 213.04; 213.05; 215.02; 2920.05(d); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.56 Reproduced,,,,2001; 2001.01; 2001.04; 2001.05; 2002; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.57 Reproduced,,,,217; 608.01(p); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.58 Reproduced,,,,608.01; 608.05(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.59 Reproduced,,,,724.06; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.63 pre-AIA Reproduced,,,,201.06(c); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.63 Reproduced,,,,201.06(c); 602.01(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.64 Reproduced,,,,409.05; 604; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.66 Reproduced,,,,602; 602.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.67 Reproduced,,,,603; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.69 Reproduced,,,,602.06; 2004; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.71 Reproduced,,,,608.01; 608.01(w); 717.02(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.72 Reproduced,,,,606; 608.01(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.73 Reproduced,,,,608.01(d); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.74 Reproduced,,,,608.01(f); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.75 Reproduced,,,,608.01(i); 608.01(n); 2173.05(n); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.76 Reproduced,,,,601.05(a); 601.05(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.77 Reproduced,,,,608.01(a); 608.05; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.78 Reproduced,,,,1481.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,"1.78 in effect on November 29, 2000, Reproduced",,,,804.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.79 Reproduced,,,,608.01(e); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.81 pre-PLT Reproduced,,,,608.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.81 Reproduced,,,,608.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.83 Reproduced,,,,608.02(d); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.84 Reproduced,,,,608.01(f); 608.01(w); 608.02; 1606; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.85 Reproduced,,,,608.02(b); 608.02(p); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.91 Reproduced,,,,608.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.93 Reproduced,,,,608.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.94 Reproduced,,,,608.03(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.95 Reproduced,,,,608.03(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.96 Reproduced,,,,608.05(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.97 Reproduced,,,,609; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.98 Reproduced,,,,609; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.102 Reproduced,,,,708.01; 708.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.103 Reproduced,,,,709; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.104 Reproduced,,,,706.02(l)(2); 707; 707.05; 707.07; 717.02(b); 1302.14; 1852; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.105 Reproduced,,,,704.10; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.111 Reproduced,,,,201.04; 714.02; 714.03(a); 2266; 2666; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.112 Reproduced,,,,706; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.113 Reproduced,,,,706.07; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.114 Reproduced,,,,706.07(h); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.115 Reproduced,,,,714.01(e); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.116 Reproduced,,,,714.12; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.121 Reproduced,,,,608.02(p); 608.04; 714; 1453; 2234; 2250; 2666.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.125 Reproduced,,,,608.01(q); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.126 Reproduced,,,,608.01(j); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.129 Reproduced,,,,706.07(g); 803.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.130 Reproduced,,,,717.01; 804.03; 2155; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.131 Reproduced,,,,715; 718; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.132 Reproduced,,,,716; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.133 Reproduced,,,,713.01; 713.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.135 Reproduced,,,,710.01; 711; 711.03(c); 714.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.136 Reproduced,,,,710.02; 710.02(e); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.137 Reproduced,,,,711.03(c); 1124; 2268; 2668; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.138 Reproduced,,,,711; 711.01; 1125; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.141 Reproduced,,,,802; 806.05(i); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.142 Reproduced,,,,802; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.143 Reproduced,,,,818.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.144 Reproduced,,,,818.01(c); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.145 Reproduced,,,,821.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.146 Reproduced,,,,806.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.151 Reproduced,,,,1501; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.152 Reproduced,,,,1503.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.153 Reproduced,,,,1503.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.154 Reproduced,,,,1503.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.155 Reproduced,,,,1504.30; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.161 Reproduced,,,,1602; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.162 pre-AIA Reproduced,,,,1604; 
